route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"0061","20331000021","20331020442","Rennes Henri Fréville","","1","61-1.2712128","0061-B-4351-1510","1",""
"0061","20331000029","20331020443","Rennes Henri Fréville","","1","61-1.2709781","0061-B-4351-1510","1",""
"0061","20331000031","20331020444","Rennes Henri Fréville","","1","61-1.2712488","0061-B-4351-1510","1",""
"0061","20331000037","20331020445","Rennes Henri Fréville","","1","61-1.2710502","0061-B-4351-1510","1",""
"0061","20331000013","20331020446","Rennes Henri Fréville","","1","61-3.2710867","0061-B-4351-1510","1",""
"0061","20331000019","20331020447","Rennes Henri Fréville","","1","61-3.2710140","0061-B-4351-1510","1",""
"0061","20331000021","20331020448","Rennes Henri Fréville","","1","61-3.2712127","0061-B-4351-1510","1",""
"0061","20331000029","20331020449","Rennes Henri Fréville","","1","61-3.2709780","0061-B-4351-1510","1",""
"0012","20331000039","20331002045","Villejean-Université","","1","12-8.2713477","0012-B-1343-1669","1",""
"0061","20331000031","20331020450","Rennes Henri Fréville","","1","61-3.2712487","0061-B-4351-1510","1",""
"0061","20331000037","20331020451","Rennes Henri Fréville","","1","61-3.2710501","0061-B-4351-1510","1",""
"0061","20331000013","20331020452","Rennes Henri Fréville","","1","61-4.2710870","0061-B-4351-1510","1",""
"0061","20331000019","20331020453","Rennes Henri Fréville","","1","61-4.2710143","0061-B-4351-1510","1",""
"0061","20331000021","20331020454","Rennes Henri Fréville","","1","61-4.2712130","0061-B-4351-1510","1",""
"0061","20331000029","20331020455","Rennes Henri Fréville","","1","61-4.2709783","0061-B-4351-1510","1",""
"0061","20331000031","20331020456","Rennes Henri Fréville","","1","61-4.2712490","0061-B-4351-1510","1",""
"0061","20331000037","20331020457","Rennes Henri Fréville","","1","61-4.2710504","0061-B-4351-1510","1",""
"0061","20331000013","20331020458","Rennes Henri Fréville","","1","61-6.2710869","0061-B-4351-1510","1",""
"0061","20331000019","20331020459","Rennes Henri Fréville","","1","61-6.2710142","0061-B-4351-1510","1",""
"0012","20331000052","20331002046","Villejean-Université","","1","12-8.2714079","0012-B-1343-1669","1",""
"0061","20331000021","20331020460","Rennes Henri Fréville","","1","61-6.2712129","0061-B-4351-1510","1",""
"0061","20331000029","20331020461","Rennes Henri Fréville","","1","61-6.2709782","0061-B-4351-1510","1",""
"0061","20331000031","20331020462","Rennes Henri Fréville","","1","61-6.2712489","0061-B-4351-1510","1",""
"0061","20331000037","20331020463","Rennes Henri Fréville","","1","61-6.2710503","0061-B-4351-1510","1",""
"0061","20331000013","20331020464","Rennes Henri Fréville","","1","61-3.2710867","0061-B-4351-1510","1",""
"0061","20331000019","20331020465","Rennes Henri Fréville","","1","61-3.2710140","0061-B-4351-1510","1",""
"0061","20331000021","20331020466","Rennes Henri Fréville","","1","61-3.2712127","0061-B-4351-1510","1",""
"0061","20331000029","20331020467","Rennes Henri Fréville","","1","61-3.2709780","0061-B-4351-1510","1",""
"0061","20331000031","20331020468","Rennes Henri Fréville","","1","61-3.2712487","0061-B-4351-1510","1",""
"0061","20331000037","20331020469","Rennes Henri Fréville","","1","61-3.2710501","0061-B-4351-1510","1",""
"0012","20331000015","20331002047","Villejean-Université","","1","12-4.2713765","0012-B-1343-1669","1",""
"0061","20331000013","20331020470","Rennes Henri Fréville","","1","61-4.2710870","0061-B-4351-1510","1",""
"0061","20331000019","20331020471","Rennes Henri Fréville","","1","61-4.2710143","0061-B-4351-1510","1",""
"0061","20331000021","20331020472","Rennes Henri Fréville","","1","61-4.2712130","0061-B-4351-1510","1",""
"0061","20331000029","20331020473","Rennes Henri Fréville","","1","61-4.2709783","0061-B-4351-1510","1",""
"0061","20331000031","20331020474","Rennes Henri Fréville","","1","61-4.2712490","0061-B-4351-1510","1",""
"0061","20331000037","20331020475","Rennes Henri Fréville","","1","61-4.2710504","0061-B-4351-1510","1",""
"0061","20331000013","20331020476","Rennes Henri Fréville","","1","61-3.2710867","0061-B-4351-1510","1",""
"0061","20331000019","20331020477","Rennes Henri Fréville","","1","61-3.2710140","0061-B-4351-1510","1",""
"0061","20331000021","20331020478","Rennes Henri Fréville","","1","61-3.2712127","0061-B-4351-1510","1",""
"0061","20331000029","20331020479","Rennes Henri Fréville","","1","61-3.2709780","0061-B-4351-1510","1",""
"0012","20331000023","20331002048","Villejean-Université","","1","12-4.2708016","0012-B-1343-1669","1",""
"0061","20331000031","20331020480","Rennes Henri Fréville","","1","61-3.2712487","0061-B-4351-1510","1",""
"0061","20331000037","20331020481","Rennes Henri Fréville","","1","61-3.2710501","0061-B-4351-1510","1",""
"0061","20331000013","20331020482","Rennes Henri Fréville","","1","61-3.2710867","0061-B-4351-1510","1",""
"0061","20331000019","20331020483","Rennes Henri Fréville","","1","61-3.2710140","0061-B-4351-1510","1",""
"0061","20331000021","20331020484","Rennes Henri Fréville","","1","61-3.2712127","0061-B-4351-1510","1",""
"0061","20331000029","20331020485","Rennes Henri Fréville","","1","61-3.2709780","0061-B-4351-1510","1",""
"0061","20331000031","20331020486","Rennes Henri Fréville","","1","61-3.2712487","0061-B-4351-1510","1",""
"0061","20331000037","20331020487","Rennes Henri Fréville","","1","61-3.2710501","0061-B-4351-1510","1",""
"0061","20331000013","20331020488","Rennes Henri Fréville","","1","74-4.2711014","0061-B-4351-1510","1",""
"0061","20331000019","20331020489","Rennes Henri Fréville","","1","74-4.2710288","0061-B-4351-1510","1",""
"0012","20331000025","20331002049","Villejean-Université","","1","12-4.2712874","0012-B-1343-1669","1",""
"0061","20331000021","20331020490","Rennes Henri Fréville","","1","74-4.2712275","0061-B-4351-1510","1",""
"0061","20331000029","20331020491","Rennes Henri Fréville","","1","74-4.2709929","0061-B-4351-1510","1",""
"0061","20331000031","20331020492","Rennes Henri Fréville","","1","74-4.2712636","0061-B-4351-1510","1",""
"0061","20331000037","20331020493","Rennes Henri Fréville","","1","74-4.2710652","0061-B-4351-1510","1",""
"0061","20331000013","20331020494","Rennes Henri Fréville","","1","74-4.2711014","0061-B-4351-1510","1",""
"0061","20331000019","20331020495","Rennes Henri Fréville","","1","74-4.2710288","0061-B-4351-1510","1",""
"0061","20331000021","20331020496","Rennes Henri Fréville","","1","74-4.2712275","0061-B-4351-1510","1",""
"0061","20331000029","20331020497","Rennes Henri Fréville","","1","74-4.2709929","0061-B-4351-1510","1",""
"0061","20331000031","20331020498","Rennes Henri Fréville","","1","74-4.2712636","0061-B-4351-1510","1",""
"0061","20331000037","20331020499","Rennes Henri Fréville","","1","74-4.2710652","0061-B-4351-1510","1",""
"0471","20331000017","20331000205","Romillé","","0","Ts71-1.2692082","0471-A-6012-6021","2",""
"0012","20331000033","20331002050","Villejean-Université","","1","12-4.2713170","0012-B-1343-1669","1",""
"0061","20331000013","20331020500","Rennes Henri Fréville","","1","61-6.2710869","0061-B-4351-1510","1",""
"0061","20331000019","20331020501","Rennes Henri Fréville","","1","61-6.2710142","0061-B-4351-1510","1",""
"0061","20331000021","20331020502","Rennes Henri Fréville","","1","61-6.2712129","0061-B-4351-1510","1",""
"0061","20331000029","20331020503","Rennes Henri Fréville","","1","61-6.2709782","0061-B-4351-1510","1",""
"0061","20331000031","20331020504","Rennes Henri Fréville","","1","61-6.2712489","0061-B-4351-1510","1",""
"0061","20331000037","20331020505","Rennes Henri Fréville","","1","61-6.2710503","0061-B-4351-1510","1",""
"0061","20331000013","20331020506","Noyal-Châtillon Saint-Erblon","","0","61-4.2710870","0061-A-1510-4351","1",""
"0061","20331000019","20331020507","Noyal-Châtillon Saint-Erblon","","0","61-4.2710143","0061-A-1510-4351","1",""
"0061","20331000021","20331020508","Noyal-Châtillon Saint-Erblon","","0","61-4.2712130","0061-A-1510-4351","1",""
"0061","20331000029","20331020509","Noyal-Châtillon Saint-Erblon","","0","61-4.2709783","0061-A-1510-4351","1",""
"0012","20331000039","20331002051","Villejean-Université","","1","12-4.2713464","0012-B-1343-1669","1",""
"0061","20331000031","20331020510","Noyal-Châtillon Saint-Erblon","","0","61-4.2712490","0061-A-1510-4351","1",""
"0061","20331000037","20331020511","Noyal-Châtillon Saint-Erblon","","0","61-4.2710504","0061-A-1510-4351","1",""
"0061","20331000013","20331020512","Noyal-Châtillon Saint-Erblon","","0","61-2.2710866","0061-A-1510-4351","1",""
"0061","20331000019","20331020513","Noyal-Châtillon Saint-Erblon","","0","61-2.2710139","0061-A-1510-4351","1",""
"0061","20331000021","20331020514","Noyal-Châtillon Saint-Erblon","","0","61-2.2712126","0061-A-1510-4351","1",""
"0061","20331000029","20331020515","Noyal-Châtillon Saint-Erblon","","0","61-2.2709779","0061-A-1510-4351","1",""
"0061","20331000031","20331020516","Noyal-Châtillon Saint-Erblon","","0","61-2.2712486","0061-A-1510-4351","1",""
"0061","20331000037","20331020517","Noyal-Châtillon Saint-Erblon","","0","61-2.2710500","0061-A-1510-4351","1",""
"0061","20331000013","20331020518","Noyal-Châtillon Saint-Erblon","","0","61-3.2710867","0061-A-1510-4351","1",""
"0061","20331000019","20331020519","Noyal-Châtillon Saint-Erblon","","0","61-3.2710140","0061-A-1510-4351","1",""
"0012","20331000052","20331002052","Villejean-Université","","1","12-4.2714062","0012-B-1343-1669","1",""
"0061","20331000021","20331020520","Noyal-Châtillon Saint-Erblon","","0","61-3.2712127","0061-A-1510-4351","1",""
"0061","20331000029","20331020521","Noyal-Châtillon Saint-Erblon","","0","61-3.2709780","0061-A-1510-4351","1",""
"0061","20331000031","20331020522","Noyal-Châtillon Saint-Erblon","","0","61-3.2712487","0061-A-1510-4351","1",""
"0061","20331000037","20331020523","Noyal-Châtillon Saint-Erblon","","0","61-3.2710501","0061-A-1510-4351","1",""
"0061","20331000013","20331020524","Noyal-Châtillon Saint-Erblon","","0","61-4.2710870","0061-A-1510-4351","1",""
"0061","20331000019","20331020525","Noyal-Châtillon Saint-Erblon","","0","61-4.2710143","0061-A-1510-4351","1",""
"0061","20331000021","20331020526","Noyal-Châtillon Saint-Erblon","","0","61-4.2712130","0061-A-1510-4351","1",""
"0061","20331000029","20331020527","Noyal-Châtillon Saint-Erblon","","0","61-4.2709783","0061-A-1510-4351","1",""
"0061","20331000031","20331020528","Noyal-Châtillon Saint-Erblon","","0","61-4.2712490","0061-A-1510-4351","1",""
"0061","20331000037","20331020529","Noyal-Châtillon Saint-Erblon","","0","61-4.2710504","0061-A-1510-4351","1",""
"0012","20331000015","20331002053","Villejean-Université","","1","12-6.2713793","0012-B-1343-1669","1",""
"0061","20331000013","20331020530","Noyal-Châtillon Saint-Erblon","","0","61-4.2710870","0061-A-1510-4351","1",""
"0061","20331000019","20331020531","Noyal-Châtillon Saint-Erblon","","0","61-4.2710143","0061-A-1510-4351","1",""
"0061","20331000021","20331020532","Noyal-Châtillon Saint-Erblon","","0","61-4.2712130","0061-A-1510-4351","1",""
"0061","20331000029","20331020533","Noyal-Châtillon Saint-Erblon","","0","61-4.2709783","0061-A-1510-4351","1",""
"0061","20331000031","20331020534","Noyal-Châtillon Saint-Erblon","","0","61-4.2712490","0061-A-1510-4351","1",""
"0061","20331000037","20331020535","Noyal-Châtillon Saint-Erblon","","0","61-4.2710504","0061-A-1510-4351","1",""
"0061","20331000013","20331020536","Noyal-Châtillon Saint-Erblon","","0","61-3.2710867","0061-A-1510-4351","1",""
"0061","20331000019","20331020537","Noyal-Châtillon Saint-Erblon","","0","61-3.2710140","0061-A-1510-4351","1",""
"0061","20331000021","20331020538","Noyal-Châtillon Saint-Erblon","","0","61-3.2712127","0061-A-1510-4351","1",""
"0061","20331000029","20331020539","Noyal-Châtillon Saint-Erblon","","0","61-3.2709780","0061-A-1510-4351","1",""
"0012","20331000023","20331002054","Villejean-Université","","1","12-6.2708066","0012-B-1343-1669","1",""
"0061","20331000031","20331020540","Noyal-Châtillon Saint-Erblon","","0","61-3.2712487","0061-A-1510-4351","1",""
"0061","20331000037","20331020541","Noyal-Châtillon Saint-Erblon","","0","61-3.2710501","0061-A-1510-4351","1",""
"0061","20331000013","20331020542","Noyal-Châtillon Saint-Erblon","","0","61-4.2710870","0061-A-1510-4351","1",""
"0061","20331000019","20331020543","Noyal-Châtillon Saint-Erblon","","0","61-4.2710143","0061-A-1510-4351","1",""
"0061","20331000021","20331020544","Noyal-Châtillon Saint-Erblon","","0","61-4.2712130","0061-A-1510-4351","1",""
"0061","20331000029","20331020545","Noyal-Châtillon Saint-Erblon","","0","61-4.2709783","0061-A-1510-4351","1",""
"0061","20331000031","20331020546","Noyal-Châtillon Saint-Erblon","","0","61-4.2712490","0061-A-1510-4351","1",""
"0061","20331000037","20331020547","Noyal-Châtillon Saint-Erblon","","0","61-4.2710504","0061-A-1510-4351","1",""
"0061","20331000013","20331020548","Noyal-Châtillon Saint-Erblon","","0","61-3.2710867","0061-A-1510-4351","1",""
"0061","20331000019","20331020549","Noyal-Châtillon Saint-Erblon","","0","61-3.2710140","0061-A-1510-4351","1",""
"0012","20331000025","20331002055","Villejean-Université","","1","12-6.2712902","0012-B-1343-1669","1",""
"0061","20331000021","20331020550","Noyal-Châtillon Saint-Erblon","","0","61-3.2712127","0061-A-1510-4351","1",""
"0061","20331000029","20331020551","Noyal-Châtillon Saint-Erblon","","0","61-3.2709780","0061-A-1510-4351","1",""
"0061","20331000031","20331020552","Noyal-Châtillon Saint-Erblon","","0","61-3.2712487","0061-A-1510-4351","1",""
"0061","20331000037","20331020553","Noyal-Châtillon Saint-Erblon","","0","61-3.2710501","0061-A-1510-4351","1",""
"0061","20331000013","20331020554","Rennes Henri Fréville","","1","61-3.2710867","0061-B-4351-1510","1",""
"0061","20331000019","20331020555","Rennes Henri Fréville","","1","61-3.2710140","0061-B-4351-1510","1",""
"0061","20331000021","20331020556","Rennes Henri Fréville","","1","61-3.2712127","0061-B-4351-1510","1",""
"0061","20331000029","20331020557","Rennes Henri Fréville","","1","61-3.2709780","0061-B-4351-1510","1",""
"0061","20331000031","20331020558","Rennes Henri Fréville","","1","61-3.2712487","0061-B-4351-1510","1",""
"0061","20331000037","20331020559","Rennes Henri Fréville","","1","61-3.2710501","0061-B-4351-1510","1",""
"0012","20331000033","20331002056","Villejean-Université","","1","12-6.2713198","0012-B-1343-1669","1",""
"0061","20331000013","20331020560","Noyal-Châtillon Saint-Erblon","","0","61-1.2710868","0061-A-1510-4351","1",""
"0061","20331000019","20331020561","Noyal-Châtillon Saint-Erblon","","0","61-1.2710141","0061-A-1510-4351","1",""
"0061","20331000021","20331020562","Noyal-Châtillon Saint-Erblon","","0","61-1.2712128","0061-A-1510-4351","1",""
"0061","20331000029","20331020563","Noyal-Châtillon Saint-Erblon","","0","61-1.2709781","0061-A-1510-4351","1",""
"0061","20331000031","20331020564","Noyal-Châtillon Saint-Erblon","","0","61-1.2712488","0061-A-1510-4351","1",""
"0061","20331000037","20331020565","Noyal-Châtillon Saint-Erblon","","0","61-1.2710502","0061-A-1510-4351","1",""
"0061","20331000013","20331020566","Rennes Henri Fréville","","1","61-6.2710869","0061-B-4351-1510","1",""
"0061","20331000019","20331020567","Rennes Henri Fréville","","1","61-6.2710142","0061-B-4351-1510","1",""
"0061","20331000021","20331020568","Rennes Henri Fréville","","1","61-6.2712129","0061-B-4351-1510","1",""
"0061","20331000029","20331020569","Rennes Henri Fréville","","1","61-6.2709782","0061-B-4351-1510","1",""
"0012","20331000039","20331002057","Villejean-Université","","1","12-6.2713488","0012-B-1343-1669","1",""
"0061","20331000031","20331020570","Rennes Henri Fréville","","1","61-6.2712489","0061-B-4351-1510","1",""
"0061","20331000037","20331020571","Rennes Henri Fréville","","1","61-6.2710503","0061-B-4351-1510","1",""
"0081","20331000013","20331020572","Rennes Villejean-Université","","1","81-2.2711039","0081-B-6000-1497","1",""
"0081","20331000019","20331020573","Rennes Villejean-Université","","1","81-2.2710313","0081-B-6000-1497","1",""
"0081","20331000021","20331020574","Rennes Villejean-Université","","1","81-2.2712300","0081-B-6000-1497","1",""
"0081","20331000029","20331020575","Rennes Villejean-Université","","1","81-2.2709954","0081-B-6000-1497","1",""
"0081","20331000031","20331020576","Rennes Villejean-Université","","1","81-2.2712661","0081-B-6000-1497","1",""
"0081","20331000037","20331020577","Rennes Villejean-Université","","1","81-2.2710678","0081-B-6000-1497","1",""
"0081","20331000013","20331020578","Rennes Villejean-Université","","1","81-1.2711037","0081-B-6000-1497","1",""
"0081","20331000019","20331020579","Rennes Villejean-Université","","1","81-1.2710311","0081-B-6000-1497","1",""
"0012","20331000052","20331002058","Villejean-Université","","1","12-6.2714090","0012-B-1343-1669","1",""
"0081","20331000021","20331020580","Rennes Villejean-Université","","1","81-1.2712298","0081-B-6000-1497","1",""
"0081","20331000029","20331020581","Rennes Villejean-Université","","1","81-1.2709952","0081-B-6000-1497","1",""
"0081","20331000031","20331020582","Rennes Villejean-Université","","1","81-1.2712659","0081-B-6000-1497","1",""
"0081","20331000037","20331020583","Rennes Villejean-Université","","1","81-1.2710676","0081-B-6000-1497","1",""
"0081","20331000013","20331020584","Rennes Villejean-Université","","1","81-3.2711038","0081-B-6000-1497","1",""
"0081","20331000019","20331020585","Rennes Villejean-Université","","1","81-3.2710312","0081-B-6000-1497","1",""
"0081","20331000021","20331020586","Rennes Villejean-Université","","1","81-3.2712299","0081-B-6000-1497","1",""
"0081","20331000029","20331020587","Rennes Villejean-Université","","1","81-3.2709953","0081-B-6000-1497","1",""
"0081","20331000031","20331020588","Rennes Villejean-Université","","1","81-3.2712660","0081-B-6000-1497","1",""
"0081","20331000037","20331020589","Rennes Villejean-Université","","1","81-3.2710677","0081-B-6000-1497","1",""
"0012","20331000015","20331002059","Villejean-Université","","1","12-2.2713751","0012-B-1343-1669","1",""
"0081","20331000013","20331020590","Rennes Villejean-Université","","1","81-2.2711039","0081-B-6000-1497","1",""
"0081","20331000019","20331020591","Rennes Villejean-Université","","1","81-2.2710313","0081-B-6000-1497","1",""
"0081","20331000021","20331020592","Rennes Villejean-Université","","1","81-2.2712300","0081-B-6000-1497","1",""
"0081","20331000029","20331020593","Rennes Villejean-Université","","1","81-2.2709954","0081-B-6000-1497","1",""
"0081","20331000031","20331020594","Rennes Villejean-Université","","1","81-2.2712661","0081-B-6000-1497","1",""
"0081","20331000037","20331020595","Rennes Villejean-Université","","1","81-2.2710678","0081-B-6000-1497","1",""
"0081","20331000013","20331020596","Rennes Villejean-Université","","1","81-3.2711038","0081-B-6000-1497","1",""
"0081","20331000019","20331020597","Rennes Villejean-Université","","1","81-3.2710312","0081-B-6000-1497","1",""
"0081","20331000021","20331020598","Rennes Villejean-Université","","1","81-3.2712299","0081-B-6000-1497","1",""
"0081","20331000029","20331020599","Rennes Villejean-Université","","1","81-3.2709953","0081-B-6000-1497","1",""
"0471","20331000027","20331000206","Romillé","","0","Ts71-1.2692165","0471-A-6012-6021","2",""
"0012","20331000023","20331002060","Villejean-Université","","1","12-2.2707088","0012-B-1343-1669","1",""
"0081","20331000031","20331020600","Rennes Villejean-Université","","1","81-3.2712660","0081-B-6000-1497","1",""
"0081","20331000037","20331020601","Rennes Villejean-Université","","1","81-3.2710677","0081-B-6000-1497","1",""
"0081","20331000013","20331020602","Rennes Villejean-Université","","1","81-1.2711037","0081-B-6000-1497","1",""
"0081","20331000019","20331020603","Rennes Villejean-Université","","1","81-1.2710311","0081-B-6000-1497","1",""
"0081","20331000021","20331020604","Rennes Villejean-Université","","1","81-1.2712298","0081-B-6000-1497","1",""
"0081","20331000029","20331020605","Rennes Villejean-Université","","1","81-1.2709952","0081-B-6000-1497","1",""
"0081","20331000031","20331020606","Rennes Villejean-Université","","1","81-1.2712659","0081-B-6000-1497","1",""
"0081","20331000037","20331020607","Rennes Villejean-Université","","1","81-1.2710676","0081-B-6000-1497","1",""
"0081","20331000013","20331020608","Rennes Villejean-Université","","1","81-2.2711039","0081-B-6000-1497","1",""
"0081","20331000019","20331020609","Rennes Villejean-Université","","1","81-2.2710313","0081-B-6000-1497","1",""
"0012","20331000025","20331002061","Villejean-Université","","1","12-2.2712860","0012-B-1343-1669","1",""
"0081","20331000021","20331020610","Rennes Villejean-Université","","1","81-2.2712300","0081-B-6000-1497","1",""
"0081","20331000029","20331020611","Rennes Villejean-Université","","1","81-2.2709954","0081-B-6000-1497","1",""
"0081","20331000031","20331020612","Rennes Villejean-Université","","1","81-2.2712661","0081-B-6000-1497","1",""
"0081","20331000037","20331020613","Rennes Villejean-Université","","1","81-2.2710678","0081-B-6000-1497","1",""
"0081","20331000013","20331020614","Clayes Romillé","","0","81-1.2711037","0081-A-1497-6000","1",""
"0081","20331000019","20331020615","Clayes Romillé","","0","81-1.2710311","0081-A-1497-6000","1",""
"0081","20331000021","20331020616","Clayes Romillé","","0","81-1.2712298","0081-A-1497-6000","1",""
"0081","20331000029","20331020617","Clayes Romillé","","0","81-1.2709952","0081-A-1497-6000","1",""
"0081","20331000031","20331020618","Clayes Romillé","","0","81-1.2712659","0081-A-1497-6000","1",""
"0081","20331000037","20331020619","Clayes Romillé","","0","81-1.2710676","0081-A-1497-6000","1",""
"0012","20331000033","20331002062","Villejean-Université","","1","12-2.2713156","0012-B-1343-1669","1",""
"0081","20331000013","20331020620","Clayes Romillé","","0","81-2.2711039","0081-A-1497-6000","1",""
"0081","20331000019","20331020621","Clayes Romillé","","0","81-2.2710313","0081-A-1497-6000","1",""
"0081","20331000021","20331020622","Clayes Romillé","","0","81-2.2712300","0081-A-1497-6000","1",""
"0081","20331000029","20331020623","Clayes Romillé","","0","81-2.2709954","0081-A-1497-6000","1",""
"0081","20331000031","20331020624","Clayes Romillé","","0","81-2.2712661","0081-A-1497-6000","1",""
"0081","20331000037","20331020625","Clayes Romillé","","0","81-2.2710678","0081-A-1497-6000","1",""
"0081","20331000013","20331020626","Clayes Romillé","","0","81-3.2711038","0081-A-1497-6000","1",""
"0081","20331000019","20331020627","Clayes Romillé","","0","81-3.2710312","0081-A-1497-6000","1",""
"0081","20331000021","20331020628","Clayes Romillé","","0","81-3.2712299","0081-A-1497-6000","1",""
"0081","20331000029","20331020629","Clayes Romillé","","0","81-3.2709953","0081-A-1497-6000","1",""
"0012","20331000039","20331002063","Villejean-Université","","1","12-2.2713452","0012-B-1343-1669","1",""
"0081","20331000031","20331020630","Clayes Romillé","","0","81-3.2712660","0081-A-1497-6000","1",""
"0081","20331000037","20331020631","Clayes Romillé","","0","81-3.2710677","0081-A-1497-6000","1",""
"0081","20331000013","20331020632","Clayes Romillé","","0","81-2.2711039","0081-A-1497-6000","1",""
"0081","20331000019","20331020633","Clayes Romillé","","0","81-2.2710313","0081-A-1497-6000","1",""
"0081","20331000021","20331020634","Clayes Romillé","","0","81-2.2712300","0081-A-1497-6000","1",""
"0081","20331000029","20331020635","Clayes Romillé","","0","81-2.2709954","0081-A-1497-6000","1",""
"0081","20331000031","20331020636","Clayes Romillé","","0","81-2.2712661","0081-A-1497-6000","1",""
"0081","20331000037","20331020637","Clayes Romillé","","0","81-2.2710678","0081-A-1497-6000","1",""
"0081","20331000013","20331020638","Clayes Romillé","","0","81-1.2711037","0081-A-1497-6000","1",""
"0081","20331000019","20331020639","Clayes Romillé","","0","81-1.2710311","0081-A-1497-6000","1",""
"0012","20331000052","20331002064","Villejean-Université","","1","12-2.2714048","0012-B-1343-1669","1",""
"0081","20331000021","20331020640","Clayes Romillé","","0","81-1.2712298","0081-A-1497-6000","1",""
"0081","20331000029","20331020641","Clayes Romillé","","0","81-1.2709952","0081-A-1497-6000","1",""
"0081","20331000031","20331020642","Clayes Romillé","","0","81-1.2712659","0081-A-1497-6000","1",""
"0081","20331000037","20331020643","Clayes Romillé","","0","81-1.2710676","0081-A-1497-6000","1",""
"0081","20331000013","20331020644","Rennes Villejean-Université","","1","81-4.2711041","0081-B-6000-1497","1",""
"0081","20331000019","20331020645","Rennes Villejean-Université","","1","81-4.2710315","0081-B-6000-1497","1",""
"0081","20331000021","20331020646","Rennes Villejean-Université","","1","81-4.2712302","0081-B-6000-1497","1",""
"0081","20331000029","20331020647","Rennes Villejean-Université","","1","81-4.2709956","0081-B-6000-1497","1",""
"0081","20331000031","20331020648","Rennes Villejean-Université","","1","81-4.2712663","0081-B-6000-1497","1",""
"0081","20331000037","20331020649","Rennes Villejean-Université","","1","81-4.2710680","0081-B-6000-1497","1",""
"0012","20331000015","20331002065","Villejean-Université","","1","12-5.2713816","0012-B-1343-1669","1",""
"0081","20331000013","20331020650","Rennes Villejean-Université","","1","81-4.2711041","0081-B-6000-1497","1",""
"0081","20331000019","20331020651","Rennes Villejean-Université","","1","81-4.2710315","0081-B-6000-1497","1",""
"0081","20331000021","20331020652","Rennes Villejean-Université","","1","81-4.2712302","0081-B-6000-1497","1",""
"0081","20331000029","20331020653","Rennes Villejean-Université","","1","81-4.2709956","0081-B-6000-1497","1",""
"0081","20331000031","20331020654","Rennes Villejean-Université","","1","81-4.2712663","0081-B-6000-1497","1",""
"0081","20331000037","20331020655","Rennes Villejean-Université","","1","81-4.2710680","0081-B-6000-1497","1",""
"0081","20331000013","20331020656","Rennes Villejean-Université","","1","81-4.2711041","0081-B-6000-1497","1",""
"0081","20331000019","20331020657","Rennes Villejean-Université","","1","81-4.2710315","0081-B-6000-1497","1",""
"0081","20331000021","20331020658","Rennes Villejean-Université","","1","81-4.2712302","0081-B-6000-1497","1",""
"0081","20331000029","20331020659","Rennes Villejean-Université","","1","81-4.2709956","0081-B-6000-1497","1",""
"0012","20331000023","20331002066","Villejean-Université","","1","12-5.2708124","0012-B-1343-1669","1",""
"0081","20331000031","20331020660","Rennes Villejean-Université","","1","81-4.2712663","0081-B-6000-1497","1",""
"0081","20331000037","20331020661","Rennes Villejean-Université","","1","81-4.2710680","0081-B-6000-1497","1",""
"0081","20331000013","20331020662","Rennes Villejean-Université","","1","81-5.2711040","0081-B-6000-1497","1",""
"0081","20331000019","20331020663","Rennes Villejean-Université","","1","81-5.2710314","0081-B-6000-1497","1",""
"0081","20331000021","20331020664","Rennes Villejean-Université","","1","81-5.2712301","0081-B-6000-1497","1",""
"0081","20331000029","20331020665","Rennes Villejean-Université","","1","81-5.2709955","0081-B-6000-1497","1",""
"0081","20331000031","20331020666","Rennes Villejean-Université","","1","81-5.2712662","0081-B-6000-1497","1",""
"0081","20331000037","20331020667","Rennes Villejean-Université","","1","81-5.2710679","0081-B-6000-1497","1",""
"0081","20331000013","20331020668","Rennes Villejean-Université","","1","81-4.2711041","0081-B-6000-1497","1",""
"0081","20331000019","20331020669","Rennes Villejean-Université","","1","81-4.2710315","0081-B-6000-1497","1",""
"0012","20331000025","20331002067","Villejean-Université","","1","12-5.2712926","0012-B-1343-1669","1",""
"0081","20331000021","20331020670","Rennes Villejean-Université","","1","81-4.2712302","0081-B-6000-1497","1",""
"0081","20331000029","20331020671","Rennes Villejean-Université","","1","81-4.2709956","0081-B-6000-1497","1",""
"0081","20331000031","20331020672","Rennes Villejean-Université","","1","81-4.2712663","0081-B-6000-1497","1",""
"0081","20331000037","20331020673","Rennes Villejean-Université","","1","81-4.2710680","0081-B-6000-1497","1",""
"0081","20331000013","20331020674","Clayes Romillé","","0","81-5.2711040","0081-A-1497-6000","1",""
"0081","20331000019","20331020675","Clayes Romillé","","0","81-5.2710314","0081-A-1497-6000","1",""
"0081","20331000021","20331020676","Clayes Romillé","","0","81-5.2712301","0081-A-1497-6000","1",""
"0081","20331000029","20331020677","Clayes Romillé","","0","81-5.2709955","0081-A-1497-6000","1",""
"0081","20331000031","20331020678","Clayes Romillé","","0","81-5.2712662","0081-A-1497-6000","1",""
"0081","20331000037","20331020679","Clayes Romillé","","0","81-5.2710679","0081-A-1497-6000","1",""
"0012","20331000033","20331002068","Villejean-Université","","1","12-5.2713222","0012-B-1343-1669","1",""
