route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"0056","20331000037","20331010060","Rennes Charles de Gaulle","","1","56-1.2710613","0056-B-4201-1595","1",""
"0056","20331000048","20331010061","Rennes Charles de Gaulle","","1","56-1.2711288","0056-B-4201-1595","1",""
"0056","20331000050","20331010062","Rennes Charles de Gaulle","","1","56-1.2711931","0056-B-4201-1595","1",""
"0056","20331000013","20331010063","Rennes Charles de Gaulle","","1","56-1.2710979","0056-B-4201-1595","1",""
"0056","20331000019","20331010064","Rennes Charles de Gaulle","","1","56-1.2710253","0056-B-4201-1595","1",""
"0056","20331000021","20331010065","Rennes Charles de Gaulle","","1","56-1.2712240","0056-B-4201-1595","1",""
"0056","20331000029","20331010066","Rennes Charles de Gaulle","","1","56-1.2709894","0056-B-4201-1595","1",""
"0056","20331000031","20331010067","Rennes Charles de Gaulle","","1","56-1.2712601","0056-B-4201-1595","1",""
"0056","20331000037","20331010068","Rennes Charles de Gaulle","","1","56-1.2710613","0056-B-4201-1595","1",""
"0056","20331000048","20331010069","Rennes Charles de Gaulle","","1","56-1.2711288","0056-B-4201-1595","1",""
"0011","20331000039","20331001007","Roazhon Park","","0","11-3.2713469","0011-A-1533-1222","1",""
"0056","20331000050","20331010070","Rennes Charles de Gaulle","","1","56-5.2711946","0056-B-4201-1595","1",""
"0056","20331000013","20331010071","Chavagne","","0","56-2.2710976","0056-A-1595-4201","1",""
"0056","20331000019","20331010072","Chavagne","","0","56-2.2710250","0056-A-1595-4201","1",""
"0056","20331000021","20331010073","Chavagne","","0","56-2.2712237","0056-A-1595-4201","1",""
"0056","20331000029","20331010074","Chavagne","","0","56-2.2709891","0056-A-1595-4201","1",""
"0056","20331000031","20331010075","Chavagne","","0","56-2.2712598","0056-A-1595-4201","1",""
"0056","20331000037","20331010076","Chavagne","","0","56-2.2710610","0056-A-1595-4201","1",""
"0056","20331000048","20331010077","Chavagne","","0","56-2.2711285","0056-A-1595-4201","1",""
"0056","20331000050","20331010078","Chavagne","","0","56-2.2711919","0056-A-1595-4201","1",""
"0056","20331000013","20331010079","Rennes Charles de Gaulle","","1","56-1.2710979","0056-B-4201-1595","1",""
"0011","20331000052","20331001008","Roazhon Park","","0","11-3.2714071","0011-A-1533-1222","1",""
"0056","20331000019","20331010080","Rennes Charles de Gaulle","","1","56-1.2710253","0056-B-4201-1595","1",""
"0056","20331000021","20331010081","Rennes Charles de Gaulle","","1","56-1.2712240","0056-B-4201-1595","1",""
"0056","20331000029","20331010082","Rennes Charles de Gaulle","","1","56-1.2709894","0056-B-4201-1595","1",""
